Date,Close
2019-03-04,206.860001
2019-03-05,203.83999599999999
2019-03-06,202.800003
2019-03-07,199.860001
2019-03-08,200.889999
2019-03-11,207.100006
2019-03-12,205.800003
2019-03-13,206.66000400000001
2019-03-14,207.380005
2019-03-15,208.080002
2019-03-18,208.490005
2019-03-19,209.020004
2019-03-20,208.300003
2019-03-21,209.610001
2019-03-22,204.66000400000001
2019-03-25,203.21000700000002
2019-03-26,207.240005
2019-03-27,207.16000400000001
2019-03-28,208.529999
2019-03-29,207.779999
2019-04-01,211.940002
2019-04-02,212.13000499999998
2019-04-03,213.13000499999998
2019-04-04,215.02999900000003
2019-04-05,215.41000400000001
2019-04-08,215.020004
2019-04-09,211.960007
2019-04-10,212.11000099999998
2019-04-11,213.52999900000003
2019-04-12,217.419998
2019-04-15,215.830002
2019-04-16,216.899994
2019-04-17,217.63999900000002
2019-04-18,218.88000499999998
2019-04-22,218.539993
2019-04-23,219.5
2019-04-24,219.080002
2019-04-25,190.720001
2019-04-26,191.669998
2019-04-29,190.21000700000002
2019-04-30,189.509995
2019-05-01,186.070007
2019-05-02,184.75
2019-05-03,185.220001
2019-05-06,183.03999299999998
2019-05-07,179.119995
2019-05-08,178.58999599999999
2019-05-09,175.279999
2019-05-10,175.860001
2019-05-13,174.070007
2019-05-14,175.21000700000002
2019-05-15,174.119995
2019-05-16,171.809998
2019-05-17,169.08999599999999
2019-05-20,166.25
2019-05-21,167.300003
2019-05-22,169.740005
2019-05-23,165.869995
2019-05-24,166.08999599999999
2019-05-28,163.350006
2019-05-29,161.399994
2019-05-30,160.580002
2019-05-31,159.75
2019-06-03,160.03999299999998
2019-06-04,164.28999299999998
2019-06-05,163.850006
2019-06-06,164.720001
2019-06-07,166.610001
2019-06-10,168.28999299999998
2019-06-11,168.91000400000001
2019-06-12,169.009995
2019-06-13,168.850006
2019-06-14,166.690002
2019-06-17,166.779999
2019-06-18,171.860001
2019-06-19,170.75
2019-06-20,173.940002
2019-06-21,173.350006
2019-06-24,173.380005
2019-06-25,172.029999
2019-06-26,171.880005
2019-06-27,171.5
2019-06-28,173.33999599999999
2019-07-01,174.509995
2019-07-02,174.020004
2019-07-03,174.979996
2019-07-05,172.0
2019-07-08,169.190002
2019-07-09,165.699997
2019-07-10,165.699997
2019-07-11,169.03999299999998
2019-07-12,173.33999599999999
2019-07-15,172.83999599999999
2019-07-16,176.490005
2019-07-17,174.669998
2019-07-18,173.059998
2019-07-19,172.610001
2019-07-22,174.639999
2019-07-23,177.520004
2019-07-24,179.419998
2019-07-25,178.130005
2019-07-26,173.979996
2019-07-29,176.759995
2019-07-30,177.630005
2019-07-31,174.720001
2019-08-01,173.360001
2019-08-02,170.550003
2019-08-05,164.71000700000002
2019-08-06,163.71000700000002
2019-08-07,163.639999
2019-08-08,164.220001
2019-08-09,163.470001
2019-08-12,162.100006
2019-08-13,164.880005
2019-08-14,158.809998
2019-08-15,156.83999599999999
2019-08-16,161.5
2019-08-19,162.949997
2019-08-20,161.009995
2019-08-21,161.149994
2019-08-22,160.880005
2019-08-23,155.850006
2019-08-26,156.119995
2019-08-27,155.75
2019-08-28,157.550003
2019-08-29,160.360001
2019-08-30,161.720001
2019-09-03,158.639999
2019-09-04,160.070007
2019-09-05,164.229996
2019-09-06,163.940002
2019-09-09,165.940002
2019-09-10,168.860001
2019-09-11,168.080002
2019-09-12,170.580002
2019-09-13,171.440002
2019-09-16,169.669998
2019-09-17,168.070007
2019-09-18,167.440002
2019-09-19,167.070007
2019-09-20,166.759995
2019-09-23,166.759995
2019-09-24,164.740005
2019-09-25,164.0
2019-09-26,163.830002
2019-09-27,164.529999
2019-09-30,164.399994
2019-10-01,158.380005
2019-10-02,155.649994
2019-10-03,155.229996
2019-10-04,155.820007
2019-10-07,153.520004
2019-10-08,150.740005
2019-10-09,150.990005
2019-10-10,152.309998
2019-10-11,158.100006
2019-10-14,160.509995
2019-10-15,162.979996
2019-10-16,162.179993
2019-10-17,163.53999299999998
2019-10-18,163.100006
2019-10-21,165.940002
2019-10-22,167.53999299999998
2019-10-23,168.759995
2019-10-24,161.889999
2019-10-25,166.08999599999999
2019-10-28,169.059998
2019-10-29,168.809998
2019-10-30,168.369995
2019-10-31,164.990005
2019-11-01,170.08999599999999
2019-11-04,174.899994
2019-11-05,175.270004
2019-11-06,174.0
2019-11-07,174.520004
2019-11-08,173.149994
2019-11-11,170.110001
2019-11-12,170.83999599999999
2019-11-13,170.550003
2019-11-14,170.929993
2019-11-15,171.880005
2019-11-18,170.53999299999998
2019-11-19,170.679993
2019-11-20,167.770004
2019-11-21,165.139999
2019-11-22,167.600006
2019-11-25,170.240005
2019-11-26,169.229996
2019-11-27,170.610001
2019-11-29,169.770004
2019-12-02,168.270004
2019-12-03,165.169998
2019-12-04,167.139999
2019-12-05,164.369995
2019-12-06,171.470001
2019-12-09,169.830002
2019-12-10,167.66000400000001
2019-12-11,168.740005
2019-12-12,168.559998
2019-12-13,168.78999299999998
2019-12-16,170.75
2019-12-17,169.929993
2019-12-18,169.029999
2019-12-19,172.149994
2019-12-20,175.369995
2019-12-23,178.470001
2019-12-24,176.679993
2019-12-26,176.58999599999999
2019-12-27,177.259995
2019-12-30,175.830002
2019-12-31,176.419998
2020-01-02,180.0
2020-01-03,178.449997
2020-01-06,178.619995
2020-01-07,177.899994
2020-01-08,180.630005
2020-01-09,181.199997
2020-01-10,180.470001
2020-01-13,180.919998
2020-01-14,181.369995
2020-01-15,179.779999
2020-01-16,181.009995
2020-01-17,181.350006
2020-01-21,179.389999
2020-01-22,178.029999
2020-01-23,177.740005
2020-01-24,178.149994
2020-01-27,175.630005
2020-01-28,165.580002
2020-01-29,162.0
2020-01-30,162.509995
2020-01-31,158.66000400000001
2020-02-03,156.58999599999999
2020-02-04,157.240005
2020-02-05,162.330002
2020-02-06,162.889999
2020-02-07,160.080002
2020-02-10,160.149994
2020-02-11,162.449997
2020-02-12,163.800003
2020-02-13,159.759995
2020-02-14,161.009995
2020-02-18,158.880005
2020-02-19,159.33999599999999
2020-02-20,158.559998
2020-02-21,156.929993
2020-02-24,152.550003
2020-02-25,146.850006
2020-02-26,148.96000700000002
2020-02-27,150.16000400000001
2020-02-28,149.240005
2020-03-02,153.020004
2020-03-03,145.240005
2020-03-04,153.979996
2020-03-05,151.41000400000001
2020-03-06,153.649994
2020-03-09,144.059998
2020-03-10,153.300003
2020-03-11,147.240005
2020-03-12,133.580002
2020-03-13,141.679993
2020-03-16,130.91000400000001
2020-03-17,134.440002
2020-03-18,137.020004
2020-03-19,137.509995
2020-03-20,124.889999
2020-03-23,117.870003
2020-03-24,132.720001
2020-03-25,131.53999299999998
2020-03-26,136.179993
2020-03-27,133.240005
2020-03-30,137.740005
2020-03-31,136.509995
2020-04-01,133.139999
2020-04-02,137.91000400000001
2020-04-03,133.78999299999998
2020-04-06,140.699997
2020-04-07,144.600006
2020-04-08,148.990005
2020-04-09,147.779999
2020-04-13,146.399994
2020-04-14,150.139999
2020-04-15,145.16000400000001
2020-04-16,144.899994
2020-04-17,146.46000700000002
2020-04-20,143.669998
2020-04-21,141.630005
2020-04-22,143.610001
2020-04-23,144.330002
2020-04-24,147.0
2020-04-27,153.649994
2020-04-28,157.610001
2020-04-29,156.259995
2020-04-30,151.919998
2020-05-01,148.600006
2020-05-04,148.399994
2020-05-05,147.429993
2020-05-06,146.199997
2020-05-07,145.740005
2020-05-08,148.509995
2020-05-11,145.729996
2020-05-12,141.520004
2020-05-13,136.119995
2020-05-14,135.990005
2020-05-15,138.690002
2020-05-18,149.270004
2020-05-19,148.380005
2020-05-20,149.679993
2020-05-21,145.809998
2020-05-22,146.440002
2020-05-26,152.080002
2020-05-27,158.149994
2020-05-28,156.820007
2020-05-29,156.440002
2020-06-01,155.580002
2020-06-02,157.639999
2020-06-03,161.21000700000002
2020-06-04,162.550003
2020-06-05,167.41000400000001
2020-06-08,166.869995
2020-06-09,166.699997
2020-06-10,163.899994
2020-06-11,152.380005
2020-06-12,154.869995
2020-06-15,157.729996
2020-06-16,159.669998
2020-06-17,159.220001
2020-06-18,159.21000700000002
2020-06-19,158.149994
2020-06-22,156.690002
2020-06-23,157.83999599999999
2020-06-24,152.220001
2020-06-25,154.669998
2020-06-26,152.520004
2020-06-29,155.570007
2020-06-30,155.990005
2020-07-01,155.429993
2020-07-02,157.03999299999998
2020-07-06,158.100006
2020-07-07,154.820007
2020-07-08,154.580002
2020-07-09,151.449997
2020-07-10,152.850006
2020-07-13,154.800003
2020-07-14,158.53999299999998
2020-07-15,159.330002
2020-07-16,160.5
2020-07-17,159.830002
2020-07-20,156.369995
2020-07-21,157.800003
2020-07-22,158.71000700000002
2020-07-23,159.28999299999998
2020-07-24,159.83999599999999
2020-07-27,163.240005
2020-07-28,155.330002
2020-07-29,156.25
2020-07-30,152.119995
2020-07-31,150.470001
2020-08-03,150.41000400000001
2020-08-04,151.21000700000002
2020-08-05,155.350006
2020-08-06,156.0
2020-08-07,158.330002
2020-08-10,161.440002
2020-08-11,163.380005
2020-08-12,164.259995
2020-08-13,165.860001
2020-08-14,166.100006
2020-08-17,164.71000700000002
2020-08-18,164.380005
2020-08-19,163.970001
2020-08-20,162.970001
2020-08-21,161.71000700000002
